Smiles,Target Name,Standard Value
C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCN(CC)CC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)C1,Tyrosine-protein kinase JAK3,1.2
Cc1cc(O)ccc1-c1nn(C(C)C)c2ncnc(N)c12,Tyrosine-protein kinase ABL,70.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCCN(C)CC3)c2)nn1,Serine/threonine-protein kinase B-raf,8.0
CNc1cc(-c2cccnc2Oc2cccc(NC(=O)c3cccc(C(C)C)c3)c2)ccn1,Vascular endothelial growth factor receptor 2,18.0
CN(CCO/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1)CC(O)CO.Cl,Tyrosine-protein kinase ABL,194.0
N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)COCCOCCOCCOCCOCC(=O)Nc3nc4ccc(Oc5ccc(F)c(NC(=O)Cc6cccc(C(F)(F)F)c6)c5)c(C#N)c4s3)sc12,Serine/threonine-protein kinase B-raf,73.8
COc1cc(C(=O)NC(CCN(C)C)c2ccccc2)ccc1-c1cn[nH]c1,Rho-associated protein kinase 2,7.75
Oc1c(F)ccc(Nc2ncnc3ccc(-c4ccc5[nH]ncc5c4)cc23)c1F,Serine/threonine-protein kinase B-raf,2.4
COCCN(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,Serine/threonine-protein kinase B-raf,169.82
Nc1nccc(-c2ccc3nc(C4COc5ccccc5C4)sc3c2)n1,Rho-associated protein kinase 2,1500.0
CC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)ccc1Cl,Vascular endothelial growth factor receptor 2,11.0
COc1cc(Nc2cncc(Sc3cccc4ccccc34)n2)cc(OC)c1OC,Serine/threonine-protein kinase B-raf,9800.0
CS(=O)(=O)N1CCN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,Interleukin-1 receptor-associated kinase 4,25.0
CC(C)(C)c1ccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc2c1,Interleukin-1 receptor-associated kinase 4,1300.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(S(=O)(=O)C(C)C)CC1,Interleukin-1 receptor-associated kinase 4,5.1
C=CC(=O)Nc1cccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c1,Cyclin-dependent kinase 7,1080.0
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccn1,Serine/threonine-protein kinase AKT3,8065.0
NC(=O)c1cnc(Nc2ccc3c(c2)CC(=O)N3)cc1NCc1ccccc1,Interleukin-1 receptor-associated kinase 4,360.0
Nc1n[nH]c2nccc(-c3ccc(NC(=O)Nc4ccc(F)c(C(F)(F)F)c4)cc3)c12,Vascular endothelial growth factor receptor 2,3.8
NC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1,Tyrosine-protein kinase JAK3,3500.0
COC(=O)N1CCCC12CCN(c1ncnc3[nH]ccc13)C2,Tyrosine-protein kinase JAK3,650.0
Cc1cccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)n1,Interleukin-1 receptor-associated kinase 4,1474.0
C[C@@H]1CC(NC(=O)Cc2ccc3c(c2)Sc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@H](C)O1,Serine-protein kinase ATM,6.3
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1scnc1CCc1ccncc1,Vascular endothelial growth factor receptor 2,85.0
Cc1noc(C)c1C(=O)Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c1,Vascular endothelial growth factor receptor 2,25.0
CNC(=O)c1cc(Oc2ccc3nc(NC(=O)Nc4ccc(Cl)c(Cl)c4)sc3c2)ccn1,Serine/threonine-protein kinase B-raf,95.0
O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)nc1)Nc1cc(N2CCS(=O)(=O)CC2)cc(C(F)(F)F)c1,Serine/threonine-protein kinase B-raf,39.0
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3cccc([N+](=O)[O-])c3)cc2N1,Serine/threonine-protein kinase B-raf,1000.0
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(=O)OCC,Vascular endothelial growth factor receptor 2,251.0
C1=C(c2cc3c(-c4cncc(NCc5ccccc5)n4)ccnc3[nH]2)CCNC1,Cyclin-dependent kinase 9,15.0
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCNC1,Vascular endothelial growth factor receptor 2,369.0
COCCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccnc4)=CC3=O)c2cc1OC,Vascular endothelial growth factor receptor 2,193.0
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,Vascular endothelial growth factor receptor 2,4.0
COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCCC5)cccc4c3)c2cc1OC,Vascular endothelial growth factor receptor 2,9.0
CN(CCO)c1ncc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cc1-c1cncnc1,Tyrosine-protein kinase ABL,2.0
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,Serine/threonine-protein kinase B-raf,31.0
CN1CCN(Cc2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)cc2)CC1,Tyrosine-protein kinase JAK3,58.6
Cc1nc(-c2ccncc2)sc1C(=O)N1CCC[C@@H]1c1cccc(C(=O)Nc2nc3c(s2)C[C@@H](N2CCOCC2)CC3)c1,Rho-associated protein kinase 2,3.6
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Vascular endothelial growth factor receptor 2,1660.0
O=C(Nc1cc(N2CCC(F)CC2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,Vascular endothelial growth factor receptor 2,16.6
CN1CCC(Nc2ccc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc2C(F)(F)F)CC1,Vascular endothelial growth factor receptor 2,12.0
CN(C)C1CN(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2cncc(F)c2)C1,Tyrosine-protein kinase ABL,4.0
CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)cc2)n(-c2ccccn2)n1,Serine/threonine-protein kinase B-raf,6400.0
CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3F)CC1)c1ccc(Cl)cc1,Serine/threonine-protein kinase AKT,152.0
Cc1cccc(NC(=O)N(C)Cc2ccc(-c3n[nH]c4c3Cc3cc(CN5CCN(C)CC5)ccc3-4)s2)c1,Vascular endothelial growth factor receptor 2,159.0
CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,Cyclin-dependent kinase 9,4.0
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(F)c(N3CCOCC3)n2)n[nH]1,Tyrosine-protein kinase JAK3,262.0
CN(C)Cc1cccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)c1,Serine/threonine-protein kinase B-raf,44.0
COc1cc2ncnc(Oc3cccc(Br)c3)c2cc1OC,Vascular endothelial growth factor receptor 2,9800.0
O=C(Nc1cc(Cl)ccc1OCCCO)c1csc2cncnc12,Interleukin-1 receptor-associated kinase 4,2452.0
CC(=O)N1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(C(F)(F)F)cc43)cc2C1,ALK tyrosine kinase receptor,9500.0
COc1ccc2c(c1)SCc1cnc(Nc3cccc(Br)c3)nc1-2,Vascular endothelial growth factor receptor 2,620.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)ccn2)cc1-n1cc(-c2cncc(N3CCN(C)CC3)c2)nn1,Serine/threonine-protein kinase B-raf,18.0
CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21,Tyrosine-protein kinase ABL,3000.0
COc1cc(-c2ccc3ncnc(Nc4cccc([N+](=O)[O-])c4)c3c2)ccc1O,Serine/threonine-protein kinase B-raf,674.8
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,ALK tyrosine kinase receptor,87.0
O=C(Nc1cc(Cl)ccc1OCCC(O)CO)c1cnn2cccnc12,Interleukin-1 receptor-associated kinase 4,506.0
NCCNc1cccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc12,Interleukin-1 receptor-associated kinase 4,16.0
CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(C)F)c3)cc2)ncn1,Vascular endothelial growth factor receptor 2,79.0
C[C@@H](Oc1cc(-c2ccn(CCN(C)C)c(=O)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ALK tyrosine kinase receptor,19.0
Cc1c(N[C@H]2CCCNC2)nc2ccnn2c1Nc1ccc2c(cnn2C)c1,Cyclin-dependent kinase 2,27000.0
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOCC(N)=O)c4)n[nH]c2-3)CC1,Vascular endothelial growth factor receptor 2,7960.0
COc1ccc2c(c1)CC(c1nc3ccc(-c4ccnc(N)n4)cc3o1)CO2,Rho-associated protein kinase 2,2.0
NC(=O)c1ccc(-c2nnc(Nc3cccc(Cl)c3)c3ccccc23)cc1,Vascular endothelial growth factor receptor 2,1700.0
COc1ccc(CNC(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)cc1,Rho-associated protein kinase 2,750.0
CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,Vascular endothelial growth factor receptor 2,180.0
CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(-n5cncn5)cc4)c3)cc2C1,Rho-associated protein kinase 2,5.7
CC(O)c1cc(C(=O)NCc2c(F)cccc2Cl)ccc1-c1cn[nH]c1,Rho-associated protein kinase 2,104.0
COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)CC[N+](C)(C)C2.[I-],ALK tyrosine kinase receptor,3.3
COC(=O)CCCCS(C)(=O)=NC(=O)c1cnc(N)c(C#Cc2cccc(NC(=O)c3ccc(OC)c(OC)c3)c2)c1,Vascular endothelial growth factor receptor 2,4.0
Nc1cc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCCC3)CC2)ncn1,Serine/threonine-protein kinase AKT,180.0
Nc1nc2ccc(C(=O)c3c(Cl)cccc3Cl)cn2c1C(=O)c1c(F)cc(C(=O)O)cc1F,Cyclin-dependent kinase 2,95.0
COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2c[nH]c3cnccc23)n1,Cyclin-dependent kinase 2,1819.0
CCOc1ccc(-c2c[nH]c(=O)c3cc(-c4ccncc4)sc23)cn1,Cyclin-dependent kinase 2,6309.57
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,Serine/threonine-protein kinase B-raf,0.7
Nc1ccc(F)c(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1,Serine/threonine-protein kinase B-raf,250.8
Cc1c[nH]nc1-c1ccc(-c2cn(C)nc2-c2ccncc2)cc1,Serine/threonine-protein kinase B-raf,7.0
C[C@@H](Oc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F)C(C)(C)O,Cyclin-dependent kinase 1,9.0
Cc1ccoc1C(=O)Nc1cccc(Oc2ccnc3cc(C(=O)NCCO)sc23)c1,Vascular endothelial growth factor receptor 2,17.0
NC(=O)c1cccc(Nc2nccc(-c3[nH]c(C(F)(F)F)nc3-c3cccc(NC(=O)Cc4ccc(Cl)cc4)c3)n2)c1,Serine/threonine-protein kinase B-raf,85.0
Cc1nc2nc(-c3ccc(CN4CC(c5n[nH]c(-c6ccccn6)n5)C4)cc3)c(-c3ccccc3)cn2c1Br,Serine/threonine-protein kinase AKT,4.0
Cc1ccc(C(=O)NCc2ccc(C(C)(C)C)cc2)cc1Nc1ncnc2cnc(N3CCCCC3)nc12,Serine/threonine-protein kinase B-raf,460.0
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,Cyclin-dependent kinase 5,70.0
NC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,Serine/threonine-protein kinase AKT3,3.0
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1,Interleukin-1 receptor-associated kinase 4,3.5
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Tyrosine-protein kinase ABL,2.6
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NCC(F)(F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,4.3
C=CC(=O)Nc1cccc(CNc2cc(Nc3cnn(C)c3)ncn2)c1,Tyrosine-protein kinase JAK3,12.3
Cc1ccc(NC(=O)c2c(NCc3ccncc3)ncn2C)c(F)c1,Vascular endothelial growth factor receptor 2,1250.0
N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,Serine/threonine-protein kinase B-raf,2.4
Nc1ncnc(N2CC[C@@]3(CCCN(C[C@H](O)CNS(=O)(=O)c4ccccc4F)C3)C2)c1C1CC1,Serine/threonine-protein kinase AKT,81.0
C[Si](C)(C)C1=C2c3nc4ccccc4cc3C(O)CC2CC1=O,Cyclin-dependent kinase 5,1950.0
C[C@H](O)[C@@H](C)Nc1nc(Nc2ccc(S(=N)(=O)CCO)cc2)ncc1Br,Cyclin-dependent kinase 2,7.0
Cc1nc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)cc(N(C)C)n1,Vascular endothelial growth factor receptor 2,270.0
C[C@H](CO)Cc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1,Serine/threonine-protein kinase B-raf,219.0
Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c[nH]nc3n2)c(OC(C)C)cc1C1CCN(C(=O)CN(C)C)CC1,ALK tyrosine kinase receptor,13.0
CC(=O)Nc1cccc(-c2cncc(Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)n2)c1,Serine/threonine-protein kinase B-raf,8800.0
Cc1nc2c(OC3(C)CC3)nc(Nc3cnn(C4CC5(C4)CN(C)C5)c3)nc2cc1F,Interleukin-1 receptor-associated kinase 4,3.0
C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NCCN(C)C)n2C)c1ccccc1,Tyrosine-protein kinase JAK3,34.0
CN(C)C/C=C/C(=O)N1CCC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)CC1,Cyclin-dependent kinase 2,11.5
Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCC[C@@H]4N)nn23)c(C(F)(F)F)n1,Interleukin-1 receptor-associated kinase 4,5.0
Cc1cc(Br)cc(C(=O)Nc2cnc3ccccc3c2)c1O,Vascular endothelial growth factor receptor 2,12.4
CC(=O)N1CCN(c2ccc(-c3ccn4c(-c5cccc(NC(=O)NCC(F)(F)F)c5)cnc4c3)cn2)CC1,Vascular endothelial growth factor receptor 2,13.5
COCc1nn(C)cc1NC(=O)c1cnn2ccc(N[C@@H]3CCCC[C@@H]3N)nc12,Interleukin-1 receptor-associated kinase 4,6.0
O=C1CCCN1c1cccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)n1,Interleukin-1 receptor-associated kinase 4,258.0
COc1ccc(-c2n[nH]c3c2C(=O)c2c(C=O)cccc2-3)cc1,Cyclin-dependent kinase 2,57.0
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,Tyrosine-protein kinase JAK3,0.8
O=S(=O)(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1ccco1,Serine/threonine-protein kinase B-raf,1.0
CC(C)Nc1cc(Nc2ncc(C#N)cn2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,5.3
CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4cccc(CN5CCOCC5)c4)nn23)cc1,Tyrosine-protein kinase JAK3,52.26
C[C@H]1CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CCO1,Serine/threonine-protein kinase MST2,179.0
CC1Cc2c(Br)cccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,Serine/threonine-protein kinase AKT,39.0
Fc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1C(F)(F)F,Tyrosine-protein kinase JAK3,620.0
COC(=O)c1cc(OC)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,Serine/threonine-protein kinase AKT,53.0
CCc1cc2cc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)ccc2cn1,Serine/threonine-protein kinase AKT,144.0
CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(-c7ccccc7)cc6F)c5c4c3)cc2)CC1,ALK tyrosine kinase receptor,970.0
Cn1cc(NC(=O)c2cnn3ccc(N4C[C@H](N)CC(F)(F)C4)nc23)c(C(F)(F)F)n1,Interleukin-1 receptor-associated kinase 4,1.0
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(F)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,Vascular endothelial growth factor receptor 2,113.4
O=C(Nc1cc(Cl)ccc1OCCCCO)c1cnn2cccnc12,Interleukin-1 receptor-associated kinase 4,437.0
Cc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,Tyrosine-protein kinase JAK3,450.0
CN1C[C@@H]2C[C@H]1CN2c1cc(F)c(-c2ccnc3c(-c4ccc(F)c5[nH]ncc45)c(-c4ccncc4)nn23)c(F)c1,Serine/threonine-protein kinase B-raf,0.11
CC(C)(CCO)Oc1ccc(Cl)cc1NC(=O)c1csc2cncnc12,Interleukin-1 receptor-associated kinase 4,1459.0
CN(CCN1CCCC1)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3F)c2n1,Serine/threonine-protein kinase B-raf,14.0
C#Cc1cc2c(cc1N1CCOCC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,ALK tyrosine kinase receptor,2.386
Cc1ccccc1NC(=O)Nc1ccc(-c2csc3c(-c4cnn(C)c4)cnc(N)c23)cc1,Vascular endothelial growth factor receptor 2,2.0
CN(C)CCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1,Interleukin-1 receptor-associated kinase 4,50.0
CN1CCN(c2ccc3c(c2)[nH]c2c(C(N)=O)cc(-c4ccc(CN5CCOCC5)c(Cl)c4)cc23)CC1,Tyrosine-protein kinase JAK3,242.0
COC(=O)N1CC(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,Interleukin-1 receptor-associated kinase 4,7.3
C[C@H]1Cc2c(ncnc2Oc2ccc3c(ccn3C(=O)Nc3cc(C4(C(F)(F)F)CC4)on3)c2)CN1,Vascular endothelial growth factor receptor 2,40.0
C[C@@H](Oc1cc(-c2ccn(C)c(=O)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ALK tyrosine kinase receptor,44.0
CC(C)NCCN(c1cc(Cl)cc(Cl)c1)c1ccc2ncc(-c3cnn(C)c3)nc2c1,Vascular endothelial growth factor receptor 2,6456.54
CN(C)C(=O)Cc1sc(NC(=O)C2COc3ccccc3O2)nc1-c1ccncc1,Rho-associated protein kinase 2,8830.0
O=C(Nc1ccc(Oc2ccnc3ccccc23)cc1)Nc1cccc(C(F)(F)F)c1,Vascular endothelial growth factor receptor 2,5.0
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,Vascular endothelial growth factor receptor 2,0.48
O=C(Nc1n[nH]c2ccc(-c3cncc(NC[C@H](CO)Cc4ccccc4)c3)cc12)c1ccccc1,Cyclin-dependent kinase 7,2638.0
CCOC(=O)CN1CCN(CCCNC(=O)c2cc3nccc(Oc4ccc(NC(=O)Nc5cc(C)ccc5F)cc4)c3s2)CC1,Vascular endothelial growth factor receptor 2,4.0
COC(=O)NC12CCC(n3cc(-c4cc(N)c(Cl)cc4F)c4c(N)ncnc43)(CC1)CC2,Vascular endothelial growth factor receptor 2,800.0
O=C1NN=C(c2cnccn2)/C1=C/c1[nH]c2ccccc2c1-c1ccccc1,Vascular endothelial growth factor receptor 2,470.0
CN1C(=O)C[C@H]2CN([C@H]3CC[C@H](Nc4ncnc5[nH]cc(C6CCOCC6)c45)CC3)CC[C@H]21,Interleukin-1 receptor-associated kinase 4,2.0
Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4Cl)s3)cc12,Cyclin-dependent kinase 2,57.0
Cc1cn(-c2cccc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)c2)cn1,Tyrosine-protein kinase ABL,2953.0
COCCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,Cyclin-dependent kinase 1,6.0
NCCSc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,Cyclin-dependent kinase 2,3.0
Cl.NCc1ccc(-n2c(-c3cccnc3N)nc3ccc(-c4ccccc4)nc32)cc1,Serine/threonine-protein kinase AKT,3.7
O=C(Nc1cc(Cl)ccc1C1CCCCC1)c1cnn2cccnc12,Interleukin-1 receptor-associated kinase 4,799.0
COc1ccc(F)cc1-c1c(F)cnc2[nH]c(C3=CCC(C(=O)O)CC3)cc12,Cyclin-dependent kinase 9,124.0
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccc2ccccc12,Serine/threonine-protein kinase AKT,640.0
OC1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CC1,Serine/threonine-protein kinase AKT2,168.0
COc1cc2ncnc(Nc3ccc(NC(=O)OC(C)C)cc3)c2cc1OC,Vascular endothelial growth factor receptor 2,5050.0
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,ALK tyrosine kinase receptor,1.2
Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccccc3)c2n1,Vascular endothelial growth factor receptor 2,23800.0
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4cncn4)ccc2-3)cs1)COc1ccccc1,Vascular endothelial growth factor receptor 2,62.0
c1cc(N[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,Interleukin-1 receptor-associated kinase 4,22.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2o1,Serine/threonine-protein kinase AKT,1100.0
COc1ccc(-c2cc3c(NC(=O)c4cccc(F)c4)ncnc3o2)cc1,Vascular endothelial growth factor receptor 2,21900.0
CN1CCC(COc2ccc3c(Nc4ccc(NC(=O)NC5CC5)cc4)ncnc3c2)CC1,Vascular endothelial growth factor receptor 2,98.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(N2CCOCC2)cn1,Interleukin-1 receptor-associated kinase 4,8.4
Cc1cc(C)cc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,Vascular endothelial growth factor receptor 2,12.02
c1cc(-c2cnn3cc(-c4ccsc4)cnc23)ccn1,Vascular endothelial growth factor receptor 2,24.0
CCNc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,3.2
CN(C)C(=O)Oc1ccc2c(=O)n(Cc3cccc(NS(C)(=O)=O)c3)c(=O)oc2c1,Serine/threonine-protein kinase B-raf,5920.0
COc1ccc(-c2cc(NC(=O)Nc3ccccn3)cc(OC)c2OC)cn1,Vascular endothelial growth factor receptor 2,79.4
COc1cc(C2CCNCC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,ALK tyrosine kinase receptor,10.0
COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(C)(C)/C(=N/NC(=N)N)CC2,ALK tyrosine kinase receptor,100.0
O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4nccnn4)ccn23)c1,Vascular endothelial growth factor receptor 2,448.0
NC1(c2ccc(-c3nc4ccc(-c5cn[nH]c5)cn4c3-c3ccccc3)cc2)CCC1,Serine/threonine-protein kinase AKT2,115.0
C=CC(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1OC,Tyrosine-protein kinase JAK3,0.11
NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4ncccc4c32)cc1,Cyclin-dependent kinase 1,12.0
COc1cc(-c2cn[nH]c2)ccc1C(=O)NC(CN)Cc1ccccc1,Rho-associated protein kinase 2,2.53
NC1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,Interleukin-1 receptor-associated kinase 4,240.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1N[C@@H]1CCN(C(=O)CC(F)(F)F)C1,Interleukin-1 receptor-associated kinase 4,4.1
NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,Interleukin-1 receptor-associated kinase 1,920.0
CN(C)[C@H]1C[C@@]23CC[C@@]4(O2)C(=CC[C@]2(C)[C@@H](c5ccc6ccncc6c5)CC[C@H]24)C=C3[C@@H](O)[C@@H]1O,Rho-associated protein kinase 2,220.0
Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCCC(F)C3)co2)ccn1,Interleukin-1 receptor-associated kinase 4,2.0
COc1cc(OC)cc(N(CCN)c2ccc3ncc(-c4cnn(CC5CCOCC5)c4)nc3c2)c1.Cl,Vascular endothelial growth factor receptor 2,1258.93
COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN(CC(O)CO)CC3)cc12,Cyclin-dependent kinase 9,27.6
CN=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@@H](C)O)n2)cc1OC,Cyclin-dependent kinase 1,7.0
